,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
661,8095-WANWK,FEMININO,0,NAO,NAO,10,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.25,428.7,0
662,3030-ZKIWL,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.05,20.05,0
663,9565-FLVCG,MASCULINO,0,SIM,SIM,65,SIM,DSL,SIM,NAO,NAO,DOIS ANOS,ENVIO POR CORREIO,69.55,4459.15,0
664,8755-OGKNA,FEMININO,0,SIM,SIM,57,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.5,1167.6,0
665,2800-VEQXM,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,74.75,238.1,0
666,7538-GWHML,FEMININO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.65,145.15,1
667,5533-RJFTJ,MASCULINO,0,NAO,NAO,49,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,30.2,1453.1,0
668,3859-CVCET,FEMININO,0,NAO,NAO,4,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.65,191.05,1
669,0214-JHPFW,FEMININO,0,SIM,NAO,70,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,57.8,4039.3,0
670,5642-MHDQT,FEMININO,0,SIM,SIM,53,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.85,1039.45,0
671,3088-FVYWK,MASCULINO,0,SIM,SIM,53,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,25.55,1336.1,0
672,3276-HDUEG,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,75.05,75.05,1
673,9092-GDZKO,MASCULINO,0,NAO,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,24.85,493.4,0
674,0823-HSCDJ,MASCULINO,1,NAO,NAO,52,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,49.15,2550.9,1
675,3729-OWRVL,MASCULINO,1,NAO,NAO,65,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,110.35,7246.15,0
676,2324-AALNO,FEMININO,0,NAO,NAO,48,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,24.55,1203.95,0
677,0822-GAVAP,FEMININO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,34.7,62.25,1
678,5760-IFJOZ,MASCULINO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,107.95,313.6,0
679,2826-UWHIS,MASCULINO,0,SIM,NAO,45,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,81.4,3775.85,0
680,1448-PWKYE,MASCULINO,0,SIM,SIM,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.0,80.0,1
681,7501-IWUNG,FEMININO,0,SIM,SIM,61,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,4616.05,0
682,4957-TREIR,MASCULINO,0,NAO,NAO,3,SIM,DSL,SIM,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,195.65,0
683,7251-LJBQN,FEMININO,1,NAO,NAO,40,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,4188.4,0
684,8040-MNRTF,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,71.1,0
685,1536-HBSWP,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,49.9,0
686,5313-FPXWG,MASCULINO,0,NAO,NAO,51,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1266.4,0
687,0067-DKWBL,MASCULINO,1,NAO,NAO,2,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,91.1,1
688,0946-FKYTX,MASCULINO,0,NAO,NAO,52,SIM,DSL,NAO,NAO,NAO,UM ANO,ENVIO POR CORREIO,65.60756321839081,1623.4,0
689,5076-YVXCM,MASCULINO,0,NAO,NAO,51,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,83.4,4149.45,0
690,8262-COGGB,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.45,20.45,0
691,6663-JOCQO,MASCULINO,0,SIM,SIM,31,SIM,DSL,SIM,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,75.25,2344.5,0
692,9620-QJREV,MASCULINO,0,NAO,SIM,47,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.55,1013.05,0
693,2276-YDAVZ,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.1,270.7,1
694,2682-KEVRP,FEMININO,1,NAO,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,20.05,417.0,0
695,2480-JZOSN,FEMININO,0,SIM,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.65,20.65,0
696,0078-XZMHT,MASCULINO,0,SIM,NAO,72,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,85.15,6316.2,0
697,5896-NPFWW,MASCULINO,0,SIM,SIM,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,50.15,168.15,1
698,9978-HYCIN,MASCULINO,1,SIM,SIM,47,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,84.95,4018.05,0
699,8338-QIUNR,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,66.5,4811.6,0
700,1525-LNLOJ,MASCULINO,0,SIM,SIM,66,SIM,DSL,NAO,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,63.3,4189.7,0
701,9450-TRJUU,MASCULINO,0,NAO,NAO,35,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,83.15,2848.45,0
702,1766-GKNMI,MASCULINO,0,NAO,NAO,29,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,84.9,2516.2,0
703,6942-LBFDP,FEMININO,0,NAO,NAO,2,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.55,33.6,0
704,1456-TWCGB,MASCULINO,0,NAO,NAO,4,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,49.25,208.45,0
705,7133-VBDCG,FEMININO,0,NAO,NAO,25,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.85,2015.35,1
706,7596-ZYWBB,FEMININO,0,NAO,NAO,65,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,ENVIO POR CORREIO,59.6,3739.8,0
707,8329-UTMVM,MASCULINO,1,NAO,NAO,27,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,104.65,2964.0,0
708,3014-WJKSM,MASCULINO,0,SIM,NAO,29,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.3,2263.4,0
709,3347-YJZZE,MASCULINO,0,SIM,SIM,29,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.1,2211.8,0
710,1029-QFBEN,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.55,19.55,1
711,7929-DMBCV,FEMININO,0,SIM,NAO,20,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,81.0,1683.7,0
712,9661-JALZV,FEMININO,0,NAO,NAO,58,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,24.7,1519.0,0
713,5433-KYGHE,FEMININO,0,NAO,SIM,14,SIM,FIBER OPTIC,SIM,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,86.0,1164.05,0
714,4312-KFRXN,MASCULINO,0,SIM,NAO,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,25.4,1710.9,0
715,5575-TPIZQ,MASCULINO,0,NAO,NAO,46,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,89.15,4245.55,0
716,0114-IGABW,FEMININO,0,SIM,NAO,71,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,58.25,4145.9,0
717,9944-AEXBM,MASCULINO,0,NAO,NAO,32,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,85.65,2664.3,0
718,1853-ARAAQ,FEMININO,0,NAO,NAO,26,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,50.35,1277.5,0
719,6952-OMNWB,MASCULINO,1,SIM,NAO,68,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.35,5589.3,0
720,4697-LUPSU,MASCULINO,0,SIM,SIM,2,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,20.2,34.75,0
721,8434-VGEQQ,MASCULINO,0,SIM,SIM,61,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.55,1305.95,0
722,4952-YSOGZ,FEMININO,0,SIM,SIM,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,85.95,381.3,1
723,1589-AGTLK,MASCULINO,0,NAO,NAO,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,45.35,141.5,1
724,5244-IRFIH,MASCULINO,1,SIM,NAO,33,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,94.5,3105.55,1
725,6549-YMFAW,MASCULINO,1,SIM,NAO,9,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,21.25,204.55,0
726,4950-HKQTE,FEMININO,0,NAO,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,26.25,605.9,0
727,6786-OBWQR,FEMININO,0,SIM,SIM,5,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,80.85,356.1,0
728,2684-EIWEO,FEMININO,1,NAO,NAO,30,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,91.7,2758.15,1
729,2753-JMMCV,MASCULINO,0,NAO,NAO,65,SIM,DSL,NAO,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,74.2,4805.65,0
730,6439-GTPCA,FEMININO,0,NAO,NAO,45,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,87.25,3941.7,1
731,6621-YOBKI,MASCULINO,0,NAO,NAO,5,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.35,92.75,0
732,1216-JWVUX,MASCULINO,0,SIM,SIM,25,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.5,1901.05,0
733,7564-GHCVB,FEMININO,0,SIM,SIM,72,SIM,FIBER OPTIC,SIM,NAO,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.05,5730.7,0
734,1173-NOEYG,FEMININO,0,SIM,NAO,27,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,90.15,2423.4,0
735,7595-EHCDL,MASCULINO,0,SIM,SIM,32,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,50.6,1653.45,0
736,6647-ZEDXT,FEMININO,0,NAO,NAO,30,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,110.45,3327.05,0
737,2521-NPUZR,MASCULINO,0,SIM,NAO,70,SIM,FIBER OPTIC,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,101.0,7085.5,0
738,1307-TVUFB,MASCULINO,1,NAO,NAO,42,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.35,3344.1,0
739,7503-MIOGA,FEMININO,1,SIM,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,89.85,6697.35,0
740,4381-MHQDC,FEMININO,0,NAO,NAO,47,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,ENVIO POR CORREIO,65.0,2879.9,0
741,6923-JHPMP,FEMININO,0,NAO,NAO,2,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.45,137.1,0
742,5138-WVKYJ,MASCULINO,0,NAO,NAO,10,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,98.55,1008.55,1
743,4018-PPNDW,FEMININO,0,SIM,SIM,61,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,24.1,1551.6,0
744,1635-FJFCC,FEMININO,0,NAO,NAO,5,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,44.05,202.15,0
745,2499-AJYUA,FEMININO,1,SIM,NAO,72,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,110.8,7882.25,0
746,6919-ELBGL,MASCULINO,1,SIM,SIM,72,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,114.95,8196.4,0
747,3966-HRMZA,FEMININO,1,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,75.05,202.9,0
748,6425-JWTDV,MASCULINO,0,SIM,NAO,48,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.25,855.1,0
749,8405-IGQFX,FEMININO,0,NAO,NAO,63,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.05,5817.0,0
750,8224-IVVPA,FEMININO,0,NAO,NAO,27,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,56.7,1652.95,0
751,9477-LGWQI,MASCULINO,0,SIM,SIM,70,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.15,5600.15,0
752,1410-RSCMR,MASCULINO,0,SIM,SIM,7,SIM,DSL,SIM,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,71.35,515.75,0
753,3115-CZMZD,MASCULINO,0,NAO,SIM,0,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,20.25,40.5,0
754,0139-IVFJG,FEMININO,0,SIM,NAO,2,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,90.35,190.5,0
755,6683-VLCTZ,MASCULINO,1,NAO,NAO,20,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,98.55,1842.8,1
756,5730-DBDSI,MASCULINO,0,NAO,NAO,66,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.7,1253.8,0
757,0030-FNXPP,FEMININO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.85,57.2,0
758,2189-WWOEW,FEMININO,0,NAO,SIM,15,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,85.9,1269.55,1
759,5684-FJVYR,FEMININO,0,SIM,SIM,72,SIM,FIBER OPTIC,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,90.35,6563.4,0
760,4013-GUXND,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.8,20.8,0
761,1894-IGFSG,FEMININO,0,NAO,NAO,22,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,89.25,1907.85,1
762,7379-POKDZ,MASCULINO,0,SIM,NAO,3,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.3,208.85,1
763,1266-NZYUI,FEMININO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,66.85,4758.8,0
764,7969-FFOWG,MASCULINO,0,SIM,SIM,65,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.9,1292.6,0
765,4718-DHSMV,FEMININO,0,NAO,NAO,11,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,35.8,363.15,0
766,5175-WLYXL,MASCULINO,0,NAO,NAO,22,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,78.85,1600.25,0
767,7817-OMJNA,MASCULINO,0,NAO,NAO,14,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.4,275.7,0
768,8728-SKJLR,MASCULINO,0,NAO,NAO,41,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,74.25,3089.1,0
769,3137-NYQQI,MASCULINO,0,SIM,NAO,17,SIM,DSL,SIM,NAO,NAO,UM ANO,ENVIO POR CORREIO,64.8,1175.6,0
770,7706-DZNKK,MASCULINO,0,NAO,NAO,11,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.45,237.3,0
771,0236-HFWSV,MASCULINO,0,NAO,NAO,15,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,93.35,1444.65,1
772,3900-AQPHZ,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.9,19.9,1
773,5842-POCOP,FEMININO,0,SIM,NAO,5,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,88.9,454.15,1
774,2037-XJFUP,MASCULINO,0,SIM,NAO,33,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,95.8,3036.75,1
775,8823-RLPWL,FEMININO,0,SIM,NAO,72,SIM,FIBER OPTIC,SIM,NAO,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,110.65,8065.65,0
776,9505-SQFSW,FEMININO,0,SIM,SIM,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,40.3,92.5,0
777,7314-OXENN,MASCULINO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,82.0,184.65,1
778,3758-CKOQL,FEMININO,0,SIM,NAO,59,SIM,FIBER OPTIC,SIM,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,107.0,6152.3,0
779,0322-CHQRU,MASCULINO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,45.35,89.5,1
780,5676-CFLYY,MASCULINO,0,SIM,SIM,71,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,73.35,5154.5,0
781,7521-AFHAB,FEMININO,0,SIM,SIM,5,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,44.8,220.45,0
782,0285-INHLN,MASCULINO,0,SIM,SIM,27,SIM,DSL,SIM,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,54.75,1510.3,0
783,4678-DVQEO,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,52.2,52.2,1
784,5125-CNDSP,MASCULINO,0,NAO,SIM,63,SIM,DSL,SIM,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,40.6,2588.95,0
785,0691-IFBQW,FEMININO,1,NAO,NAO,46,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,110.0,4874.8,1
786,4992-LTJNE,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,NAO,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,55.3,3983.6,0
787,2202-OUTMO,FEMININO,0,SIM,NAO,34,SIM,DSL,SIM,SIM,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.85,2003.6,0
788,0810-BDHAW,FEMININO,0,SIM,SIM,24,SIM,DSL,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,78.4,1832.4,0
789,0229-LFJAF,MASCULINO,0,NAO,NAO,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,69.65,4908.25,0
790,7131-ZQZNK,FEMININO,0,SIM,SIM,60,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,59.85,3590.2,0
791,3442-ZHHCC,MASCULINO,0,NAO,NAO,68,SIM,DSL,SIM,NAO,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,76.9,5023.0,0
792,5726-CVNYA,FEMININO,0,SIM,SIM,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.85,146.6,0
793,9871-ELEYA,FEMININO,0,NAO,SIM,34,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,67.65,2339.3,0
794,4257-GAESD,FEMININO,0,NAO,NAO,6,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,45.0,298.7,0
795,5173-WXOQV,MASCULINO,0,SIM,NAO,2,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,64.2,143.65,0
796,2040-OBMLJ,MASCULINO,0,NAO,NAO,31,SIM,FIBER OPTIC,NAO,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,81.7,2548.65,0
797,6286-ZHAOK,FEMININO,0,SIM,SIM,20,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,25.55,507.4,0
798,3807-XHCJH,FEMININO,0,SIM,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.0,20.0,0
